syd,did,wei,symptom,diagnose,symptom_index,symptom_vec,diagnose_index,diagnose_vec,symptom_vec_scaled,diagnose_vec_scaled,features,prediction
66.0,788.0,0.0,Nausea,Ulcerative colitislarge intestine inflammation,14.0,"(246,[14],[1.0])",83.0,"(1156,[83],[1.0])","(246,[14],[1.0])","(1156,[83],[1.0])","(1402,[14,329],[1.0,1.0])",0
82.0,788.0,1.0,Rectal pain,Ulcerative colitislarge intestine inflammation,117.0,"(246,[117],[1.0])",83.0,"(1156,[83],[1.0])","(246,[117],[1.0])","(1156,[83],[1.0])","(1402,[117,329],[1.0,1.0])",0
113.0,788.0,0.0,Vomiting,Ulcerative colitislarge intestine inflammation,11.0,"(246,[11],[1.0])",83.0,"(1156,[83],[1.0])","(246,[11],[1.0])","(1156,[83],[1.0])","(1402,[11,329],[1.0,1.0])",0
123.0,788.0,1.0,"Weight loss, unexplained",Ulcerative colitislarge intestine inflammation,37.0,"(246,[37],[1.0])",83.0,"(1156,[83],[1.0])","(246,[37],[1.0])","(1156,[83],[1.0])","(1402,[37,329],[1.0,1.0])",0
218.0,788.0,2.0,Maroon stools,Ulcerative colitislarge intestine inflammation,136.0,"(246,[136],[1.0])",83.0,"(1156,[83],[1.0])","(246,[136],[1.0])","(1156,[83],[1.0])","(1402,[136,329],[1.0,1.0])",0
232.0,788.0,2.0,Steatorrhea (Excess fat in stool),Ulcerative colitislarge intestine inflammation,199.0,"(246,[199],[1.0])",83.0,"(1156,[83],[1.0])","(246,[199],[1.0])","(1156,[83],[1.0])","(1402,[199,329],[1.0,1.0])",0
264.0,788.0,0.0,Stomach and abdominal pain,Ulcerative colitislarge intestine inflammation,4.0,"(246,[4],[1.0])",83.0,"(1156,[83],[1.0])","(246,[4],[1.0])","(1156,[83],[1.0])","(1402,[4,329],[1.0,1.0])",0
2.0,3.0,1.0,Lower abdominal pain,Abdominal trauma,20.0,"(246,[20],[1.0])",676.0,"(1156,[676],[1.0])","(246,[20],[1.0])","(1156,[676],[1.0])","(1402,[20,922],[1.0,1.0])",0
102.0,3.0,3.0,Trauma,Abdominal trauma,209.0,"(246,[209],[1.0])",676.0,"(1156,[676],[1.0])","(246,[209],[1.0])","(1156,[676],[1.0])","(1402,[209,922],[1.0,1.0])",0
2.0,25.0,0.0,Lower abdominal pain,Alcoholism,20.0,"(246,[20],[1.0])",6.0,"(1156,[6],[1.0])","(246,[20],[1.0])","(1156,[6],[1.0])","(1402,[20,252],[1.0,1.0])",0
4.0,25.0,1.0,Alcohol abuse,Alcoholism,140.0,"(246,[140],[1.0])",6.0,"(1156,[6],[1.0])","(246,[140],[1.0])","(1156,[6],[1.0])","(1402,[140,252],[1.0,1.0])",0
5.0,25.0,0.0,Anxiety (Nervousness),Alcoholism,42.0,"(246,[42],[1.0])",6.0,"(1156,[6],[1.0])","(246,[42],[1.0])","(1156,[6],[1.0])","(1402,[42,252],[1.0,1.0])",0
9.0,25.0,0.0,Blood in vomit,Alcoholism,72.0,"(246,[72],[1.0])",6.0,"(1156,[6],[1.0])","(246,[72],[1.0])","(1156,[6],[1.0])","(1402,[72,252],[1.0,1.0])",0
13.0,25.0,0.0,Chest pressure,Alcoholism,27.0,"(246,[27],[1.0])",6.0,"(1156,[6],[1.0])","(246,[27],[1.0])","(1156,[6],[1.0])","(1402,[27,252],[1.0,1.0])",0
15.0,25.0,0.0,Change in behavior,Alcoholism,10.0,"(246,[10],[1.0])",6.0,"(1156,[6],[1.0])","(246,[10],[1.0])","(1156,[6],[1.0])","(1402,[10,252],[1.0,1.0])",0
19.0,25.0,0.0,Depressed,Alcoholism,47.0,"(246,[47],[1.0])",6.0,"(1156,[6],[1.0])","(246,[47],[1.0])","(1156,[6],[1.0])","(1402,[47,252],[1.0,1.0])",0
21.0,25.0,0.0,Dizziness,Alcoholism,1.0,"(246,[1],[1.0])",6.0,"(1156,[6],[1.0])","(246,[1],[1.0])","(1156,[6],[1.0])","(1402,[1,252],[1.0,1.0])",0
28.0,25.0,0.0,Fainting,Alcoholism,18.0,"(246,[18],[1.0])",6.0,"(1156,[6],[1.0])","(246,[18],[1.0])","(1156,[6],[1.0])","(1402,[18,252],[1.0,1.0])",0
38.0,25.0,0.0,Delusions or hallucinations,Alcoholism,111.0,"(246,[111],[1.0])",6.0,"(1156,[6],[1.0])","(246,[111],[1.0])","(1156,[6],[1.0])","(1402,[111,252],[1.0,1.0])",0
41.0,25.0,0.0,Headache,Alcoholism,3.0,"(246,[3],[1.0])",6.0,"(1156,[6],[1.0])","(246,[3],[1.0])","(1156,[6],[1.0])","(1402,[3,252],[1.0,1.0])",0
51.0,25.0,0.0,Insomnia (Trouble sleeping),Alcoholism,75.0,"(246,[75],[1.0])",6.0,"(1156,[6],[1.0])","(246,[75],[1.0])","(1156,[6],[1.0])","(1402,[75,252],[1.0,1.0])",0
96.0,25.0,0.0,Substance abuse (Drug abuse),Alcoholism,91.0,"(246,[91],[1.0])",6.0,"(1156,[6],[1.0])","(246,[91],[1.0])","(1156,[6],[1.0])","(1402,[91,252],[1.0,1.0])",0
113.0,25.0,0.0,Vomiting,Alcoholism,11.0,"(246,[11],[1.0])",6.0,"(1156,[6],[1.0])","(246,[11],[1.0])","(1156,[6],[1.0])","(1402,[11,252],[1.0,1.0])",0
121.0,25.0,0.0,Tremors,Alcoholism,36.0,"(246,[36],[1.0])",6.0,"(1156,[6],[1.0])","(246,[36],[1.0])","(1156,[6],[1.0])","(1402,[36,252],[1.0,1.0])",0
176.0,25.0,1.0,Hand numbness (paresthesias),Alcoholism,50.0,"(246,[50],[1.0])",6.0,"(1156,[6],[1.0])","(246,[50],[1.0])","(1156,[6],[1.0])","(1402,[50,252],[1.0,1.0])",0
179.0,25.0,1.0,Jaundice (Yellowing skin),Alcoholism,86.0,"(246,[86],[1.0])",6.0,"(1156,[6],[1.0])","(246,[86],[1.0])","(1156,[6],[1.0])","(1402,[86,252],[1.0,1.0])",0
188.0,25.0,1.0,Impotence,Alcoholism,133.0,"(246,[133],[1.0])",6.0,"(1156,[6],[1.0])","(246,[133],[1.0])","(1156,[6],[1.0])","(1402,[133,252],[1.0,1.0])",0
204.0,25.0,1.0,Low blood sugar,Alcoholism,171.0,"(246,[171],[1.0])",6.0,"(1156,[6],[1.0])","(246,[171],[1.0])","(1156,[6],[1.0])","(1402,[171,252],[1.0,1.0])",0
240.0,25.0,1.0,Memory loss,Alcoholism,41.0,"(246,[41],[1.0])",6.0,"(1156,[6],[1.0])","(246,[41],[1.0])","(1156,[6],[1.0])","(1402,[41,252],[1.0,1.0])",0
241.0,25.0,0.0,Arm numbness (paresthesias),Alcoholism,58.0,"(246,[58],[1.0])",6.0,"(1156,[6],[1.0])","(246,[58],[1.0])","(1156,[6],[1.0])","(1402,[58,252],[1.0,1.0])",0
242.0,25.0,1.0,Leg numbness (paresthesias),Alcoholism,64.0,"(246,[64],[1.0])",6.0,"(1156,[6],[1.0])","(246,[64],[1.0])","(1156,[6],[1.0])","(1402,[64,252],[1.0,1.0])",0
243.0,25.0,1.0,Foot numbness (paresthesias),Alcoholism,61.0,"(246,[61],[1.0])",6.0,"(1156,[6],[1.0])","(246,[61],[1.0])","(1156,[6],[1.0])","(1402,[61,252],[1.0,1.0])",0
246.0,25.0,1.0,Dementia,Alcoholism,123.0,"(246,[123],[1.0])",6.0,"(1156,[6],[1.0])","(246,[123],[1.0])","(1156,[6],[1.0])","(1402,[123,252],[1.0,1.0])",0
264.0,25.0,0.0,Stomach and abdominal pain,Alcoholism,4.0,"(246,[4],[1.0])",6.0,"(1156,[6],[1.0])","(246,[4],[1.0])","(1156,[6],[1.0])","(1402,[4,252],[1.0,1.0])",0
2.0,26.0,1.0,Lower abdominal pain,Allergic reaction,20.0,"(246,[20],[1.0])",3.0,"(1156,[3],[1.0])","(246,[20],[1.0])","(1156,[3],[1.0])","(1402,[20,249],[1.0,1.0])",0
13.0,26.0,1.0,Chest pressure,Allergic reaction,27.0,"(246,[27],[1.0])",3.0,"(1156,[3],[1.0])","(246,[27],[1.0])","(1156,[3],[1.0])","(1402,[27,249],[1.0,1.0])",0
17.0,26.0,3.0,Cough,Allergic reaction,30.0,"(246,[30],[1.0])",3.0,"(1156,[3],[1.0])","(246,[30],[1.0])","(1156,[3],[1.0])","(1402,[30,249],[1.0,1.0])",0
21.0,26.0,1.0,Dizziness,Allergic reaction,1.0,"(246,[1],[1.0])",3.0,"(1156,[3],[1.0])","(246,[1],[1.0])","(1156,[3],[1.0])","(1402,[1,249],[1.0,1.0])",0
28.0,26.0,1.0,Fainting,Allergic reaction,18.0,"(246,[18],[1.0])",3.0,"(1156,[3],[1.0])","(246,[18],[1.0])","(1156,[3],[1.0])","(1402,[18,249],[1.0,1.0])",0
46.0,26.0,3.0,Hives,Allergic reaction,210.0,"(246,[210],[1.0])",3.0,"(1156,[3],[1.0])","(246,[210],[1.0])","(1156,[3],[1.0])","(1402,[210,249],[1.0,1.0])",0
52.0,26.0,3.0,Skin itching,Allergic reaction,26.0,"(246,[26],[1.0])",3.0,"(1156,[3],[1.0])","(246,[26],[1.0])","(1156,[3],[1.0])","(1402,[26,249],[1.0,1.0])",0
81.0,26.0,3.0,Rash,Allergic reaction,8.0,"(246,[8],[1.0])",3.0,"(1156,[3],[1.0])","(246,[8],[1.0])","(1156,[3],[1.0])","(1402,[8,249],[1.0,1.0])",0
88.0,26.0,1.0,Shortness of breath,Allergic reaction,2.0,"(246,[2],[1.0])",3.0,"(1156,[3],[1.0])","(246,[2],[1.0])","(1156,[3],[1.0])","(1402,[2,249],[1.0,1.0])",0
126.0,26.0,3.0,Tongue swelling,Allergic reaction,226.0,"(246,[226],[1.0])",3.0,"(1156,[3],[1.0])","(246,[226],[1.0])","(1156,[3],[1.0])","(1402,[226,249],[1.0,1.0])",0
139.0,26.0,3.0,Itchy rash (Pruritic rash),Allergic reaction,51.0,"(246,[51],[1.0])",3.0,"(1156,[3],[1.0])","(246,[51],[1.0])","(1156,[3],[1.0])","(1402,[51,249],[1.0,1.0])",0
159.0,26.0,3.0,Mouth swelling,Allergic reaction,172.0,"(246,[172],[1.0])",3.0,"(1156,[3],[1.0])","(246,[172],[1.0])","(1156,[3],[1.0])","(1402,[172,249],[1.0,1.0])",0
194.0,26.0,3.0,Lip swelling,Allergic reaction,161.0,"(246,[161],[1.0])",3.0,"(1156,[3],[1.0])","(246,[161],[1.0])","(1156,[3],[1.0])","(1402,[161,249],[1.0,1.0])",0
195.0,26.0,3.0,Eye swelling,Allergic reaction,177.0,"(246,[177],[1.0])",3.0,"(1156,[3],[1.0])","(246,[177],[1.0])","(1156,[3],[1.0])","(1402,[177,249],[1.0,1.0])",0
203.0,26.0,3.0,Swollen gums,Allergic reaction,200.0,"(246,[200],[1.0])",3.0,"(1156,[3],[1.0])","(246,[200],[1.0])","(1156,[3],[1.0])","(1402,[200,249],[1.0,1.0])",0
208.0,26.0,3.0,Foot itching,Allergic reaction,60.0,"(246,[60],[1.0])",3.0,"(1156,[3],[1.0])","(246,[60],[1.0])","(1156,[3],[1.0])","(1402,[60,249],[1.0,1.0])",0
213.0,26.0,3.0,Arm swelling,Allergic reaction,129.0,"(246,[129],[1.0])",3.0,"(1156,[3],[1.0])","(246,[129],[1.0])","(1156,[3],[1.0])","(1402,[129,249],[1.0,1.0])",0
216.0,26.0,3.0,Ear swelling,Allergic reaction,218.0,"(246,[218],[1.0])",3.0,"(1156,[3],[1.0])","(246,[218],[1.0])","(1156,[3],[1.0])","(1402,[218,249],[1.0,1.0])",0
225.0,26.0,3.0,Arm itching,Allergic reaction,71.0,"(246,[71],[1.0])",3.0,"(1156,[3],[1.0])","(246,[71],[1.0])","(1156,[3],[1.0])","(1402,[71,249],[1.0,1.0])",0
226.0,26.0,3.0,Hand redness,Allergic reaction,34.0,"(246,[34],[1.0])",3.0,"(1156,[3],[1.0])","(246,[34],[1.0])","(1156,[3],[1.0])","(1402,[34,249],[1.0,1.0])",0
227.0,26.0,3.0,Foot redness,Allergic reaction,28.0,"(246,[28],[1.0])",3.0,"(1156,[3],[1.0])","(246,[28],[1.0])","(1156,[3],[1.0])","(1402,[28,249],[1.0,1.0])",0
228.0,26.0,3.0,Arm redness,Allergic reaction,33.0,"(246,[33],[1.0])",3.0,"(1156,[3],[1.0])","(246,[33],[1.0])","(1156,[3],[1.0])","(1402,[33,249],[1.0,1.0])",0
229.0,26.0,3.0,Leg redness,Allergic reaction,32.0,"(246,[32],[1.0])",3.0,"(1156,[3],[1.0])","(246,[32],[1.0])","(1156,[3],[1.0])","(1402,[32,249],[1.0,1.0])",0
230.0,26.0,3.0,Hand itching,Allergic reaction,62.0,"(246,[62],[1.0])",3.0,"(1156,[3],[1.0])","(246,[62],[1.0])","(1156,[3],[1.0])","(1402,[62,249],[1.0,1.0])",0
231.0,26.0,3.0,Leg itching,Allergic reaction,63.0,"(246,[63],[1.0])",3.0,"(1156,[3],[1.0])","(246,[63],[1.0])","(1156,[3],[1.0])","(1402,[63,249],[1.0,1.0])",0
238.0,26.0,1.0,Skin sores,Allergic reaction,6.0,"(246,[6],[1.0])",3.0,"(1156,[3],[1.0])","(246,[6],[1.0])","(1156,[3],[1.0])","(1402,[6,249],[1.0,1.0])",0
259.0,26.0,3.0,Itchy eyes,Allergic reaction,238.0,"(246,[238],[1.0])",3.0,"(1156,[3],[1.0])","(246,[238],[1.0])","(1156,[3],[1.0])","(1402,[238,249],[1.0,1.0])",0
291.0,26.0,2.0,Agitated,Allergic reaction,92.0,"(246,[92],[1.0])",3.0,"(1156,[3],[1.0])","(246,[92],[1.0])","(1156,[3],[1.0])","(1402,[92,249],[1.0,1.0])",0
2.0,77.0,,Lower abdominal pain,Bacterial vaginosisvaginal infection,20.0,"(246,[20],[1.0])",86.0,"(1156,[86],[1.0])","(246,[20],[1.0])","(1156,[86],[1.0])","(1402,[20,332],[1.0,1.0])",0
7.0,77.0,,Back ache or pain,Bacterial vaginosisvaginal infection,5.0,"(246,[5],[1.0])",86.0,"(1156,[86],[1.0])","(246,[5],[1.0])","(1156,[86],[1.0])","(1402,[5,332],[1.0,1.0])",0
52.0,77.0,,Skin itching,Bacterial vaginosisvaginal infection,26.0,"(246,[26],[1.0])",86.0,"(1156,[86],[1.0])","(246,[26],[1.0])","(1156,[86],[1.0])","(1402,[26,332],[1.0,1.0])",0
72.0,77.0,,Painful urination,Bacterial vaginosisvaginal infection,126.0,"(246,[126],[1.0])",86.0,"(1156,[86],[1.0])","(246,[126],[1.0])","(1156,[86],[1.0])","(1402,[126,332],[1.0,1.0])",0
74.0,77.0,,Pelvic pain,Bacterial vaginosisvaginal infection,151.0,"(246,[151],[1.0])",86.0,"(1156,[86],[1.0])","(246,[151],[1.0])","(1156,[86],[1.0])","(1402,[151,332],[1.0,1.0])",0
81.0,77.0,,Rash,Bacterial vaginosisvaginal infection,8.0,"(246,[8],[1.0])",86.0,"(1156,[86],[1.0])","(246,[8],[1.0])","(1156,[86],[1.0])","(1402,[8,332],[1.0,1.0])",0
108.0,77.0,2.0,Vaginal discharge,Bacterial vaginosisvaginal infection,96.0,"(246,[96],[1.0])",86.0,"(1156,[86],[1.0])","(246,[96],[1.0])","(1156,[86],[1.0])","(1402,[96,332],[1.0,1.0])",0
109.0,77.0,2.0,Vaginal itching,Bacterial vaginosisvaginal infection,243.0,"(246,[243],[1.0])",86.0,"(1156,[86],[1.0])","(246,[243],[1.0])","(1156,[86],[1.0])","(1402,[243,332],[1.0,1.0])",0
110.0,77.0,2.0,Vaginal pain,Bacterial vaginosisvaginal infection,195.0,"(246,[195],[1.0])",86.0,"(1156,[86],[1.0])","(246,[195],[1.0])","(1156,[86],[1.0])","(1402,[195,332],[1.0,1.0])",0
238.0,77.0,,Skin sores,Bacterial vaginosisvaginal infection,6.0,"(246,[6],[1.0])",86.0,"(1156,[86],[1.0])","(246,[6],[1.0])","(1156,[86],[1.0])","(1402,[6,332],[1.0,1.0])",0
264.0,77.0,,Stomach and abdominal pain,Bacterial vaginosisvaginal infection,4.0,"(246,[4],[1.0])",86.0,"(1156,[86],[1.0])","(246,[4],[1.0])","(1156,[86],[1.0])","(1402,[4,332],[1.0,1.0])",0
2.0,149.0,0.0,Lower abdominal pain,Cervical cancertumor,20.0,"(246,[20],[1.0])",326.0,"(1156,[326],[1.0])","(246,[20],[1.0])","(1156,[326],[1.0])","(1402,[20,572],[1.0,1.0])",0
81.0,149.0,0.0,Rash,Cervical cancertumor,8.0,"(246,[8],[1.0])",326.0,"(1156,[326],[1.0])","(246,[8],[1.0])","(1156,[326],[1.0])","(1402,[8,572],[1.0,1.0])",0
105.0,149.0,1.0,Vaginal bleeding,Cervical cancertumor,119.0,"(246,[119],[1.0])",326.0,"(1156,[326],[1.0])","(246,[119],[1.0])","(1156,[326],[1.0])","(1402,[119,572],[1.0,1.0])",0
106.0,149.0,1.0,Vaginal bleeding after menopause,Cervical cancertumor,236.0,"(246,[236],[1.0])",326.0,"(1156,[326],[1.0])","(246,[236],[1.0])","(1156,[326],[1.0])","(1402,[236,572],[1.0,1.0])",0
108.0,149.0,0.0,Vaginal discharge,Cervical cancertumor,96.0,"(246,[96],[1.0])",326.0,"(1156,[326],[1.0])","(246,[96],[1.0])","(1156,[326],[1.0])","(1402,[96,572],[1.0,1.0])",0
2.0,154.0,0.0,Lower abdominal pain,Cervicitisinflammation of the lower uterus,20.0,"(246,[20],[1.0])",408.0,"(1156,[408],[1.0])","(246,[20],[1.0])","(1156,[408],[1.0])","(1402,[20,654],[1.0,1.0])",0
105.0,154.0,1.0,Vaginal bleeding,Cervicitisinflammation of the lower uterus,119.0,"(246,[119],[1.0])",408.0,"(1156,[408],[1.0])","(246,[119],[1.0])","(1156,[408],[1.0])","(1402,[119,654],[1.0,1.0])",0
108.0,154.0,1.0,Vaginal discharge,Cervicitisinflammation of the lower uterus,96.0,"(246,[96],[1.0])",408.0,"(1156,[408],[1.0])","(246,[96],[1.0])","(1156,[408],[1.0])","(1402,[96,654],[1.0,1.0])",0
264.0,154.0,0.0,Stomach and abdominal pain,Cervicitisinflammation of the lower uterus,4.0,"(246,[4],[1.0])",408.0,"(1156,[408],[1.0])","(246,[4],[1.0])","(1156,[408],[1.0])","(1402,[4,654],[1.0,1.0])",0
2.0,191.0,0.0,Lower abdominal pain,"Contusionbruise, ecchymosis",20.0,"(246,[20],[1.0])",2.0,"(1156,[2],[1.0])","(246,[20],[1.0])","(1156,[2],[1.0])","(1402,[20,248],[1.0,1.0])",0
6.0,191.0,2.0,Arm ache or pain,"Contusionbruise, ecchymosis",9.0,"(246,[9],[1.0])",2.0,"(1156,[2],[1.0])","(246,[9],[1.0])","(1156,[2],[1.0])","(1402,[9,248],[1.0,1.0])",0
7.0,191.0,0.0,Back ache or pain,"Contusionbruise, ecchymosis",5.0,"(246,[5],[1.0])",2.0,"(1156,[2],[1.0])","(246,[5],[1.0])","(1156,[2],[1.0])","(1402,[5,248],[1.0,1.0])",0
11.0,191.0,2.0,Pain or soreness of breast,"Contusionbruise, ecchymosis",90.0,"(246,[90],[1.0])",2.0,"(1156,[2],[1.0])","(246,[90],[1.0])","(1156,[2],[1.0])","(1402,[90,248],[1.0,1.0])",0
12.0,191.0,2.0,Calf pain,"Contusionbruise, ecchymosis",109.0,"(246,[109],[1.0])",2.0,"(1156,[2],[1.0])","(246,[109],[1.0])","(1156,[2],[1.0])","(1402,[109,248],[1.0,1.0])",0
13.0,191.0,0.0,Chest pressure,"Contusionbruise, ecchymosis",27.0,"(246,[27],[1.0])",2.0,"(1156,[2],[1.0])","(246,[27],[1.0])","(1156,[2],[1.0])","(1402,[27,248],[1.0,1.0])",0
23.0,191.0,0.0,Ear pressure,"Contusionbruise, ecchymosis",84.0,"(246,[84],[1.0])",2.0,"(1156,[2],[1.0])","(246,[84],[1.0])","(1156,[2],[1.0])","(1402,[84,248],[1.0,1.0])",0
24.0,191.0,0.0,Pain in the ear,"Contusionbruise, ecchymosis",25.0,"(246,[25],[1.0])",2.0,"(1156,[2],[1.0])","(246,[25],[1.0])","(1156,[2],[1.0])","(1402,[25,248],[1.0,1.0])",0
25.0,191.0,2.0,Elbow ache or pain,"Contusionbruise, ecchymosis",43.0,"(246,[43],[1.0])",2.0,"(1156,[2],[1.0])","(246,[43],[1.0])","(1156,[2],[1.0])","(1402,[43,248],[1.0,1.0])",0
27.0,191.0,2.0,Facial pain,"Contusionbruise, ecchymosis",144.0,"(246,[144],[1.0])",2.0,"(1156,[2],[1.0])","(246,[144],[1.0])","(1156,[2],[1.0])","(1402,[144,248],[1.0,1.0])",0
37.0,191.0,0.0,Groin pain,"Contusionbruise, ecchymosis",21.0,"(246,[21],[1.0])",2.0,"(1156,[2],[1.0])","(246,[21],[1.0])","(1156,[2],[1.0])","(1402,[21,248],[1.0,1.0])",0
39.0,191.0,2.0,"Hand, finger ache or pain","Contusionbruise, ecchymosis",16.0,"(246,[16],[1.0])",2.0,"(1156,[2],[1.0])","(246,[16],[1.0])","(1156,[2],[1.0])","(1402,[16,248],[1.0,1.0])",0
40.0,191.0,2.0,Head injury,"Contusionbruise, ecchymosis",94.0,"(246,[94],[1.0])",2.0,"(1156,[2],[1.0])","(246,[94],[1.0])","(1156,[2],[1.0])","(1402,[94,248],[1.0,1.0])",0
41.0,191.0,0.0,Headache,"Contusionbruise, ecchymosis",3.0,"(246,[3],[1.0])",2.0,"(1156,[2],[1.0])","(246,[3],[1.0])","(1156,[2],[1.0])","(1402,[3,248],[1.0,1.0])",0
45.0,191.0,2.0,Hip pain,"Contusionbruise, ecchymosis",67.0,"(246,[67],[1.0])",2.0,"(1156,[2],[1.0])","(246,[67],[1.0])","(1156,[2],[1.0])","(1402,[67,248],[1.0,1.0])",0
55.0,191.0,2.0,Knee pain,"Contusionbruise, ecchymosis",87.0,"(246,[87],[1.0])",2.0,"(1156,[2],[1.0])","(246,[87],[1.0])","(1156,[2],[1.0])","(1402,[87,248],[1.0,1.0])",0
57.0,191.0,2.0,Leg ache or pain,"Contusionbruise, ecchymosis",7.0,"(246,[7],[1.0])",2.0,"(1156,[2],[1.0])","(246,[7],[1.0])","(1156,[2],[1.0])","(1402,[7,248],[1.0,1.0])",0
58.0,191.0,2.0,Swelling of both legs,"Contusionbruise, ecchymosis",57.0,"(246,[57],[1.0])",2.0,"(1156,[2],[1.0])","(246,[57],[1.0])","(1156,[2],[1.0])","(1402,[57,248],[1.0,1.0])",0
67.0,191.0,0.0,Neck ache or pain,"Contusionbruise, ecchymosis",22.0,"(246,[22],[1.0])",2.0,"(1156,[2],[1.0])","(246,[22],[1.0])","(1156,[2],[1.0])","(1402,[22,248],[1.0,1.0])",0
89.0,191.0,2.0,Shoulder ache or pain,"Contusionbruise, ecchymosis",102.0,"(246,[102],[1.0])",2.0,"(1156,[2],[1.0])","(246,[102],[1.0])","(1156,[2],[1.0])","(1402,[102,248],[1.0,1.0])",0
91.0,191.0,2.0,Skin trauma,"Contusionbruise, ecchymosis",233.0,"(246,[233],[1.0])",2.0,"(1156,[2],[1.0])","(246,[233],[1.0])","(1156,[2],[1.0])","(1402,[233,248],[1.0,1.0])",0
100.0,191.0,2.0,Toe pain,"Contusionbruise, ecchymosis",104.0,"(246,[104],[1.0])",2.0,"(1156,[2],[1.0])","(246,[104],[1.0])","(1156,[2],[1.0])","(1402,[104,248],[1.0,1.0])",0
118.0,191.0,2.0,Wrist pain,"Contusionbruise, ecchymosis",106.0,"(246,[106],[1.0])",2.0,"(1156,[2],[1.0])","(246,[106],[1.0])","(1156,[2],[1.0])","(1402,[106,248],[1.0,1.0])",0
196.0,191.0,2.0,Foot swelling,"Contusionbruise, ecchymosis",82.0,"(246,[82],[1.0])",2.0,"(1156,[2],[1.0])","(246,[82],[1.0])","(1156,[2],[1.0])","(1402,[82,248],[1.0,1.0])",0
213.0,191.0,2.0,Arm swelling,"Contusionbruise, ecchymosis",129.0,"(246,[129],[1.0])",2.0,"(1156,[2],[1.0])","(246,[129],[1.0])","(1156,[2],[1.0])","(1402,[129,248],[1.0,1.0])",0
214.0,191.0,2.0,Calf swelling,"Contusionbruise, ecchymosis",110.0,"(246,[110],[1.0])",2.0,"(1156,[2],[1.0])","(246,[110],[1.0])","(1156,[2],[1.0])","(1402,[110,248],[1.0,1.0])",0
216.0,191.0,2.0,Ear swelling,"Contusionbruise, ecchymosis",218.0,"(246,[218],[1.0])",2.0,"(1156,[2],[1.0])","(246,[218],[1.0])","(1156,[2],[1.0])","(1402,[218,248],[1.0,1.0])",0
217.0,191.0,2.0,Wrist swelling,"Contusionbruise, ecchymosis",120.0,"(246,[120],[1.0])",2.0,"(1156,[2],[1.0])","(246,[120],[1.0])","(1156,[2],[1.0])","(1402,[120,248],[1.0,1.0])",0
233.0,191.0,2.0,Upper leg pain,"Contusionbruise, ecchymosis",65.0,"(246,[65],[1.0])",2.0,"(1156,[2],[1.0])","(246,[65],[1.0])","(1156,[2],[1.0])","(1402,[65,248],[1.0,1.0])",0
248.0,191.0,2.0,Limping in a child,"Contusionbruise, ecchymosis",197.0,"(246,[197],[1.0])",2.0,"(1156,[2],[1.0])","(246,[197],[1.0])","(1156,[2],[1.0])","(1402,[197,248],[1.0,1.0])",0
251.0,191.0,2.0,Shin pain,"Contusionbruise, ecchymosis",193.0,"(246,[193],[1.0])",2.0,"(1156,[2],[1.0])","(246,[193],[1.0])","(1156,[2],[1.0])","(1402,[193,248],[1.0,1.0])",0
262.0,191.0,1.0,Chest pain,"Contusionbruise, ecchymosis",0.0,"(246,[0],[1.0])",2.0,"(1156,[2],[1.0])","(246,[0],[1.0])","(1156,[2],[1.0])","(1402,[0,248],[1.0,1.0])",0
275.0,191.0,0.0,Low back ache or pain,"Contusionbruise, ecchymosis",13.0,"(246,[13],[1.0])",2.0,"(1156,[2],[1.0])","(246,[13],[1.0])","(1156,[2],[1.0])","(1402,[13,248],[1.0,1.0])",0
287.0,191.0,0.0,Lump or mass of breast,"Contusionbruise, ecchymosis",116.0,"(246,[116],[1.0])",2.0,"(1156,[2],[1.0])","(246,[116],[1.0])","(1156,[2],[1.0])","(1402,[116,248],[1.0,1.0])",0
303.0,191.0,2.0,Arm stiffness or tightness,"Contusionbruise, ecchymosis",154.0,"(246,[154],[1.0])",2.0,"(1156,[2],[1.0])","(246,[154],[1.0])","(1156,[2],[1.0])","(1402,[154,248],[1.0,1.0])",0
261.0,191.0,2.0,Elbow swelling,"Contusionbruise, ecchymosis",98.0,"(246,[98],[1.0])",2.0,"(1156,[2],[1.0])","(246,[98],[1.0])","(1156,[2],[1.0])","(1402,[98,248],[1.0,1.0])",0
290.0,191.0,2.0,Neck stiffness or tightness,"Contusionbruise, ecchymosis",162.0,"(246,[162],[1.0])",2.0,"(1156,[2],[1.0])","(246,[162],[1.0])","(1156,[2],[1.0])","(1402,[162,248],[1.0,1.0])",0
281.0,191.0,2.0,Penis inflammation or swelling,"Contusionbruise, ecchymosis",190.0,"(246,[190],[1.0])",2.0,"(1156,[2],[1.0])","(246,[190],[1.0])","(1156,[2],[1.0])","(1402,[190,248],[1.0,1.0])",0
271.0,191.0,2.0,Pulling at ears,"Contusionbruise, ecchymosis",207.0,"(246,[207],[1.0])",2.0,"(1156,[2],[1.0])","(246,[207],[1.0])","(1156,[2],[1.0])","(1402,[207,248],[1.0,1.0])",0
301.0,191.0,2.0,Shoulder stiffness or tightness,"Contusionbruise, ecchymosis",127.0,"(246,[127],[1.0])",2.0,"(1156,[2],[1.0])","(246,[127],[1.0])","(1156,[2],[1.0])","(1402,[127,248],[1.0,1.0])",0
